id,q_char_len,q_word_count,q_has_time_words,q_has_subjective_words,q_has_condition_words,q_asks_support_judgment,q_entity_count,q_has_false_premise_pattern,q_has_high_risk_keywords,ev_top1_similarity,ev_top5_avg_similarity,ev_query_token_overlap,ev_answer_token_overlap,ev_coverage_ratio,ev_contradiction_proxy,ev_sufficiency_score,ev_count,ev_total_length,risk_high,risk_medium,sc_action_vote_entropy,sc_majority_action_ratio,sc_answer_vote_count,sc_ask_vote_count,sc_retrieve_vote_count,sc_abstain_vote_count,sc_challenge_premise_vote_count,sc_answer_reject_disagreement,sc_rationale_text_overlap,sc_rationale_text_disagreement,sc_answer_embedding_disagreement,sc_answer_length_variance,sc_entity_disagreement,sc_date_disagreement,sc_number_disagreement,sc_majority_answer_ratio,sc_self_consistency_score
kgd_fdfb6a5b405d,18,10,0,0,0,0,0,0,0,0.12946860051585074,0.07956076184747886,0.09090909090909091,0.1590909090909091,0.4,1.0,0.0,3,103,0,0,0.5904362833084089,0.6,1.0,1.0,3.0,0.0,0.0,0.4,0.1022102776247655,0.8977897223752345,0.8977897223752345,1369.3,0.7483314773547883,0.0,0.4,0.6,0.4008841110499062
kgd_9630be52f3b1,15,13,0,0,0,0,0,0,0,0.2102910940536596,0.2102910940536596,0.13636363636363635,0.125,0.23076923076923078,0.0,0.18074394907372396,1,18,0,0,-0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.07484563055991629,0.9251543694400837,0.9251543694400837,2610.7,0.48989794855663565,0.0,0.0,1.0,0.6299382522239665
kgd_37e230ddba52,13,12,1,0,0,0,0,0,0,0.35683056513426675,0.35683056513426675,0.35,0.2571428571428571,0.5833333333333334,0.0,0.3230718052272118,1,16,0,0,0.31091750708257115,0.8,0.0,1.0,4.0,0.0,0.0,0.0,0.1416541120293656,0.8583458879706344,0.8583458879706344,884.3,0.0,0.0,0.0,0.8,0.5366616448117463
kgd_655b33b6f6e1,42,7,0,0,0,0,1,0,0,0.09478672882573026,0.09478672882573026,0.08571428571428572,0.22580645161290322,0.42857142857142855,0.0,0.15595136862812464,1,206,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.39273073331896863,0.6072692666810313,0.6072692666810313,656.7,0.0,0.0,0.48989794855663565,1.0,0.7570922933275874
kgd_a43a4bef032e,9,8,1,0,0,0,0,0,0,0.24845822273736762,0.24845822273736762,0.2,0.625,0.5,0.0,0.359247457973533,1,29,0,1,0.31091750708257115,0.8,0.0,4.0,0.0,1.0,0.0,0.0,0.12827328992846235,0.8717267100715377,0.8717267100715377,1801.3,0.0,0.0,0.0,0.8,0.5313093159713849
kgd_48b7c3d46e55,68,12,0,1,0,0,0,0,0,0.18387079303558929,0.120568429022444,0.16666666666666666,0.0,0.45454545454545453,1.0,0.0,2,171,0,0,-0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3551166686358445,0.6448833313641555,0.6448833313641555,433.8,0.0,0.0,0.0,1.0,0.7420466674543378
kgd_cf09c08cef9a,17,15,0,0,0,0,0,0,0,0.14075360365519646,0.1374488354270808,0.11428571428571428,0.2222222222222222,0.3076923076923077,0.0,0.2119625598651651,2,69,1,0,-0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.6357811908427359,0.3642188091572641,0.3642188091572641,29.0,0.4000000000000001,0.0,1.2649110640673518,1.0,0.8543124763370944
kgd_8b52b1871dad,17,16,1,0,0,0,1,0,0,0.6342335808809109,0.44705461576065764,0.5217391304347826,0.7,0.8,0.0,0.632458036097065,2,31,0,0,-0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.5721496109445362,0.4278503890554638,0.4278503890554638,252.7,0.39999999999999997,0.4000000000000001,0.4000000000000001,1.0,0.8288598443778145
kgd_a3bad74e64b6,51,11,0,0,0,0,1,0,0,0.2980436268117308,0.22717322728686765,0.2222222222222222,0.25,0.5454545454545454,1.0,0.0038121337440132352,2,154,0,0,0.31091750708257115,0.8,0.0,0.0,0.0,4.0,1.0,0.0,0.5253747774413409,0.47462522255865913,0.47462522255865913,319.7,0.0,0.0,0.0,0.8,0.6901499109765363
kgd_d421560817bb,24,10,1,0,0,0,1,0,0,0.2061369660682861,0.2061369660682861,0.2,0.3333333333333333,0.4,0.0,0.25566538043928205,1,31,0,0,-0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.34076779292259163,0.6592322070774084,0.6592322070774084,469.7,0.0,0.0,0.0,1.0,0.7363071171690366
kgd_3286d5d9e04b,15,13,0,0,0,0,0,0,0,0.4080703562979796,0.4080703562979796,0.2692307692307692,0.11538461538461539,0.6363636363636364,0.0,0.2822462225727194,1,28,0,0,-0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3413922038934826,0.6586077961065173,0.6586077961065173,581.3,0.0,0.0,0.0,1.0,0.7365568815573931
kgd_fdba05d3c0c2,22,20,0,1,0,0,0,0,0,0.21665459175451576,0.19559800767413402,0.24324324324324326,0.07317073170731707,0.45,0.0,0.2244601445590913,2,64,0,0,0.4181656600790517,0.6,2.0,3.0,0.0,0.0,0.0,0.8,0.12787215486862152,0.8721278451313785,0.8721278451313785,2334.7,0.7483314773547883,0.0,0.0,0.6,0.4111488619474486
kgd_94fca3ef8dff,46,18,0,0,0,0,0,0,0,0.11886081456092983,0.08409349596580422,0.1111111111111111,0.18604651162790697,0.2777777777777778,0.0,0.22542550746596987,3,73,1,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1838423695980929,0.8161576304019071,0.8161576304019071,2162.5,0.48989794855663565,0.0,0.0,1.0,0.6735369478392371
kgd_5eac8b423554,13,12,0,0,0,0,0,0,1,0.21847288758143527,0.21847288758143527,0.12195121951219512,0.29411764705882354,0.4166666666666667,0.0,0.2314175930246087,1,46,1,0,0.31091750708257115,0.8,4.0,0.0,0.0,1.0,0.0,0.4,0.4691100940757691,0.5308899059242309,0.5308899059242309,1304.7,1.2,0.0,0.4000000000000001,0.8,0.6676440376303077
kgd_6797f37332c6,13,12,0,0,0,0,0,0,0,0.3733688047660711,0.3733688047660711,0.3684210526315789,0.6875,0.5833333333333334,0.0,0.4625161107233877,1,22,0,0,0.31091750708257115,0.8,0.0,0.0,4.0,1.0,0.0,0.0,0.29441031432335785,0.7055896856766422,0.7055896856766422,815.0,0.0,0.0,0.0,0.8,0.5977641257293431
kgd_d59c96b7b6de,23,21,0,1,0,0,1,0,0,0.11713797834272968,0.11713797834272968,0.09523809523809523,0.2916666666666667,0.19047619047619047,0.0,0.18629814605595157,1,28,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4066666666666666,0.5933333333333334,0.5933333333333334,994.3,0.4000000000000001,0.0,0.0,1.0,0.7626666666666666
kgd_0fd0a6b13b5a,78,12,0,0,0,0,1,0,0,0.09865456192847619,0.06318071238034273,0.06666666666666667,0.09090909090909091,0.16666666666666666,0.0,0.14609479413888155,2,135,0,0,0.31091750708257115,0.8,0.0,0.0,1.0,4.0,0.0,0.0,0.3978627694768999,0.6021372305231001,0.6021372305231001,442.3,0.0,0.0,0.0,0.8,0.63914510779076
kgd_649964134972,12,11,0,0,0,0,0,0,1,0.19635387997341885,0.19635387997341885,0.14285714285714285,0.43333333333333335,0.45454545454545453,0.0,0.26937637915180396,1,34,1,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.216981981981982,0.783018018018018,0.783018018018018,1179.2,0.48989794855663565,0.0,0.4000000000000001,1.0,0.6867927927927928
kgd_c4c91ffd4a0c,25,14,0,0,0,0,0,0,0,0.13754360455586237,0.13754360455586237,0.13333333333333333,0.14285714285714285,0.2857142857142857,0.0,0.15779037925503722,1,36,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1753235280695235,0.8246764719304764,0.8246764719304764,1663.3,0.4000000000000001,0.0,0.8000000000000002,1.0,0.6701294112278093
kgd_0b9cc20de4b3,24,21,0,0,0,0,0,0,0,0.20558895764026644,0.15550470225148935,0.16,0.19718309859154928,0.5714285714285714,1.0,0.0,2,125,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12846989966555183,0.8715301003344482,0.8715301003344482,1911.0,0.48989794855663565,0.0,0.0,1.0,0.6513879598662207
kgd_83b12ea305bb,19,13,0,0,0,0,0,0,0,0.47122926176187513,0.258941801038554,0.1724137931034483,0.19642857142857142,0.7692307692307693,0.0,0.3759267253808426,3,99,0,0,0.31091750708257115,0.8,4.0,0.0,1.0,0.0,0.0,0.4,0.2171628105999542,0.7828371894000458,0.7828371894000458,651.2,0.8000000000000002,0.0,0.0,0.8,0.5668651242399817
kgd_96f915ace4b7,30,16,0,0,0,0,2,1,0,0.37849755570743493,0.37849755570743493,0.3055555555555556,0.075,0.6875,1.0,0.0,1,48,0,0,-0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.18885393672770429,0.8111460632722958,0.8111460632722958,1560.2,1.2649110640673518,0.4000000000000001,0.4000000000000001,1.0,0.6755415746910817
kgd_4c7292da181d,25,15,0,0,0,0,1,1,0,0.021998790242674152,0.021998790242674152,0.022222222222222223,0.075,0.06666666666666667,1.0,0.0,1,48,0,0,-0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.11728472915972914,0.8827152708402709,0.8827152708402709,2435.2,0.8,0.0,0.0,1.0,0.6469138916638917
kgd_e01a9d3421ba,12,11,0,0,0,0,0,0,0,0.1242053750387823,0.0972672376129001,0.10256410256410256,0.25,0.36363636363636365,0.0,0.21142881174550648,2,53,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.22444444444444445,0.7755555555555556,0.7755555555555556,1724.0,1.0954451150103321,0.0,0.8,1.0,0.6897777777777778
kgd_ab2ccce2d40a,80,14,0,0,0,0,2,0,0,0.14099992198860709,0.120714637813612,0.14285714285714285,0.03225806451612903,0.35714285714285715,1.0,0.0,2,183,0,0,-0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.39223587809269966,0.6077641219073003,0.6077641219073003,1484.8,0.4898979485566356,0.0,0.48989794855663565,1.0,0.7568943512370798
kgd_6bb12c0ccbe6,24,22,0,1,0,0,0,0,0,0.0777780522700566,0.06353565317840631,0.07936507936507936,0.15384615384615385,0.23809523809523808,0.0,0.1598364901434518,2,64,0,0,0.31091750708257115,0.8,0.0,0.0,0.0,1.0,4.0,0.0,0.18723907506037246,0.8127609249396275,0.8127609249396275,1132.2,0.0,0.0,0.0,0.8,0.554895630024149
kgd_dcc4d2aba3fa,22,20,0,0,0,0,0,0,0,0.34855369978446493,0.2160654949849033,0.275,0.02564102564102564,0.55,1.0,0.0,2,55,0,0,-0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3579913277051711,0.6420086722948288,0.6420086722948288,845.0,1.2000000000000002,0.0,0.9797958971132712,1.0,0.7431965310820684
kgd_9aaf43cc31df,10,9,0,1,0,0,0,0,0,0.17320211972031022,0.17320211972031022,0.125,0.09523809523809523,0.25,0.0,0.15522156739847978,1,31,0,0,-0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2042688792688793,0.7957311207311207,0.7957311207311207,1260.7,0.4,0.0,0.0,1.0,0.6817075517075517
kgd_930a420e9cb4,23,11,0,0,0,0,1,0,0,0.21832678579265427,0.21832678579265427,0.17647058823529413,0.1875,0.2727272727272727,0.0,0.21137104134630666,1,27,0,0,0.4181656600790517,0.6,0.0,0.0,2.0,3.0,0.0,0.0,0.3812154405049142,0.6187845594950858,0.6187845594950858,501.0,0.4,0.0,0.4000000000000001,0.6,0.5124861762019657
kgd_b816a2df9f90,23,15,0,0,0,0,1,0,0,0.24376716070911472,0.24376716070911472,0.21428571428571427,0.22727272727272727,0.4,0.0,0.24128952972747225,1,55,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.39352824463118574,0.6064717553688143,0.6064717553688143,281.2,0.8944271909999159,0.0,0.0,1.0,0.7574112978524743
kgd_5be6c40495ee,41,8,0,1,0,0,0,0,0,0.041696737828982436,0.041696737828982436,0.045454545454545456,0.047619047619047616,0.14285714285714285,0.0,0.07346380799406094,1,80,0,0,-0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.23249990933675707,0.767500090663243,0.767500090663243,386.2,0.0,0.0,0.0,1.0,0.6929999637347029
kgd_fc3958a2bc99,27,25,0,0,0,0,1,0,0,0.21056101924053122,0.21056101924053122,0.2222222222222222,0.10714285714285714,0.3333333333333333,1.0,0.0,1,24,0,0,-0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.24095848595848599,0.759041514041514,0.759041514041514,1684.7,0.48989794855663565,0.0,0.0,1.0,0.6963833943833944
kgd_799594c9624b,16,15,1,0,0,0,1,0,0,0.6743362277215426,0.6743362277215426,0.3548387096774194,0.2857142857142857,0.7857142857142857,0.0,0.45335990171083745,1,51,0,1,0.6554587535412857,0.4,2.0,1.0,0.0,2.0,0.0,0.8,0.17471572618821193,0.825284273811788,0.825284273811788,194.2,0.4898979485566356,0.0,0.48989794855663565,0.4,0.30988629047528476
kgd_aaa5587715bf,13,12,0,0,0,0,0,0,0,0.39620760976658603,0.39620760976658603,0.2903225806451613,0.3,0.75,0.0,0.3377631927865715,1,37,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4261904761904762,0.5738095238095238,0.5738095238095238,267.0,0.0,0.0,0.0,1.0,0.7704761904761904
kgd_8140ac0c4d36,23,20,1,0,0,0,0,0,0,0.20008876322538363,0.20008876322538363,0.16666666666666666,0.13953488372093023,0.3888888888888889,0.0,0.18789419514192485,1,38,0,0,0.31091750708257115,0.8,0.0,0.0,0.0,4.0,1.0,0.0,0.09804116956385818,0.9019588304361418,0.9019588304361418,3204.8,0.4,0.0,0.0,0.8,0.5192164678255433
kgd_95cc95deeba0,93,14,0,0,0,0,1,0,0,0.2191382246278201,0.2191382246278201,0.17142857142857143,0.09090909090909091,0.46153846153846156,0.0,0.18159287167891794,1,187,0,1,-0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.5927601809954751,0.4072398190045249,0.4072398190045249,29.2,0.0,0.0,0.0,1.0,0.8371040723981901
kgd_d521f83e42a4,15,14,1,0,0,0,0,0,0,0.2819100153315155,0.2819100153315155,0.2222222222222222,0.1111111111111111,0.5714285714285714,0.0,0.22268136138153144,1,112,0,0,0.6554587535412857,0.4,2.0,1.0,2.0,0.0,0.0,0.8,0.21380433104571037,0.7861956689542896,0.7861956689542896,211.7,1.469693845669907,0.0,0.0,0.4,0.32552173241828414
kgd_9b17aabd4d7d,21,18,0,0,0,0,1,0,0,0.30942669351480107,0.30942669351480107,0.2777777777777778,0.17647058823529413,0.5555555555555556,0.0,0.2649677644506571,1,37,0,0,0.31091750708257115,0.8,0.0,0.0,0.0,1.0,4.0,0.0,0.4420991592948115,0.5579008407051885,0.5579008407051885,371.3,0.0,0.0,0.4000000000000001,0.8,0.6568396637179246
kgd_9686a2a6f36f,16,15,0,0,0,0,0,0,0,0.4870201805109188,0.30670282899936674,0.3235294117647059,0.5128205128205128,0.7857142857142857,0.0,0.47675695969520493,2,39,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.44689232963832504,0.553107670361675,0.553107670361675,548.3,0.4,0.0,0.0,1.0,0.77875693185533
kgd_b4ee3280aa70,17,16,0,0,0,0,0,0,0,0.3521833679164839,0.2888788821692194,0.25,0.18604651162790697,0.6666666666666666,1.0,0.011310299963302628,2,47,0,0,-0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.32631943918442774,0.6736805608155723,0.6736805608155723,546.3,0.0,0.0,0.0,1.0,0.7305277756737711
kgd_f459e6dee129,47,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.3684210526315789,0.0,0.0,0.17719298245614035,2,106,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5609311740890688,0.4390688259109312,0.4390688259109312,282.0,0.0,0.0,0.0,1.0,0.8243724696356275
kgd_818d1d347425,60,11,1,0,0,0,1,0,0,0.14688468351032374,0.10918590601310621,0.125,0.21052631578947367,0.3,0.0,0.21314074113743176,2,111,0,1,0.4181656600790517,0.6,0.0,2.0,3.0,0.0,0.0,0.0,0.2595238376760116,0.7404761623239884,0.7404761623239884,752.3,0.4898979485566356,0.48989794855663565,0.48989794855663565,0.6,0.4638095350704046
kgd_aa14710796e4,52,11,0,0,0,0,2,0,0,0.14668241801173695,0.09227475361826838,0.10344827586206896,0.20689655172413793,0.2727272727272727,0.0,0.20723357171802326,2,151,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.7882352941176471,0.21176470588235285,0.21176470588235285,460.8,0.0,0.0,0.0,1.0,0.9152941176470588
kgd_0f7dbbaab145,49,9,0,0,0,0,2,0,0,0.24723411482389465,0.1537693022491105,0.15384615384615385,0.22727272727272727,0.4444444444444444,0.0,0.26264360232771866,2,140,0,0,0.6554587535412857,0.4,1.0,2.0,0.0,2.0,0.0,0.4,0.24841873643597784,0.7515812635640222,0.7515812635640222,214.3,0.0,0.0,0.4000000000000001,0.4,0.33936749457439114
kgd_f19cf6373ed8,18,16,0,1,0,0,0,0,1,0.07332285655592748,0.05657483118845498,0.06666666666666667,0.125,0.1875,0.0,0.14669601882458577,2,41,1,0,0.5904362833084089,0.6,0.0,1.0,0.0,3.0,1.0,0.0,0.15624195624195625,0.8437580437580438,0.8437580437580438,1208.3,0.48989794855663565,0.0,0.0,0.6,0.42249678249678246
kgd_3c54e2e32311,69,14,0,0,0,0,1,0,0,0.10053510610266461,0.050267553051332306,0.07407407407407407,0.09090909090909091,0.15384615384615385,1.0,0.0,2,98,0,0,0.31091750708257115,0.8,0.0,0.0,0.0,1.0,4.0,0.0,0.37523107000237166,0.6247689299976283,0.6247689299976283,347.8,0.4,0.0,0.0,0.8,0.6300924280009487
kgd_6b76d70a6016,10,9,0,0,0,0,0,0,0,0.1950084371343198,0.10043545589736035,0.09615384615384616,0.2830188679245283,0.5555555555555556,0.0,0.2801627126422461,3,58,0,0,0.31091750708257115,0.8,4.0,1.0,0.0,0.0,0.0,0.4,0.36738177807274186,0.6326182219272581,0.6326182219272581,437.3,0.0,0.0,0.0,0.8,0.6269527112290967
kgd_cd9aeeeff569,16,15,0,0,0,0,0,0,0,0.25443606156821724,0.1782859322382757,0.21951219512195122,0.3333333333333333,0.6,0.0,0.3449783863227518,3,56,0,0,0.31091750708257115,0.8,0.0,0.0,4.0,1.0,0.0,0.0,0.35858503468323555,0.6414149653167645,0.6414149653167645,148.3,0.0,0.0,0.0,0.8,0.6234340138732942
kgd_8832c272a40e,24,15,0,0,0,1,1,0,0,0.32700362726398113,0.32700362726398113,0.3333333333333333,0.21052631578947367,0.5333333333333333,1.0,0.0,1,32,0,0,0.31091750708257115,0.8,0.0,0.0,0.0,4.0,1.0,0.0,0.42642373743198336,0.5735762625680166,0.5735762625680166,1001.7,0.4,0.0,0.0,0.8,0.6505694949727934
kgd_a2803d2a83f3,46,9,0,0,0,0,1,0,0,0.11687102130198068,0.10967936794308095,0.1111111111111111,0.3142857142857143,0.4444444444444444,0.0,0.22980781349157803,2,258,0,0,0.4181656600790517,0.6,3.0,0.0,0.0,2.0,0.0,0.8,0.19617131971214125,0.8038286802878587,0.8038286802878587,592.5,0.8,0.0,0.4,0.6,0.43846852788485646
kgd_dd7719ff8d57,40,8,0,0,0,0,1,0,0,0.06290270559855894,0.03145135279927947,0.038461538461538464,0.11538461538461539,0.125,0.0,0.13364661787104215,2,141,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6245614035087719,0.3754385964912281,0.3754385964912281,238.0,0.4000000000000001,0.0,0.0,1.0,0.8498245614035087
kgd_443579640e44,15,14,0,0,0,0,0,0,0,0.1734875974351433,0.16377893694650456,0.14285714285714285,0.4166666666666667,0.42857142857142855,0.0,0.28902052512059256,2,60,0,0,0.5904362833084089,0.6,1.0,0.0,3.0,1.0,0.0,0.4,0.08576495387589841,0.9142350461241016,0.9142350461241016,2633.3,0.4,0.4000000000000001,0.4000000000000001,0.6,0.39430598155035934
kgd_ed6c96bd92d5,14,13,0,0,0,0,0,0,0,0.19554863801794983,0.19554863801794983,0.1935483870967742,0.18181818181818182,0.46153846153846156,0.0,0.20476791548689913,1,27,0,0,0.4181656600790517,0.6,0.0,0.0,0.0,3.0,2.0,0.0,0.34290702051571614,0.6570929794842839,0.6570929794842839,646.3,0.0,0.0,0.0,0.6,0.49716280820628644
kgd_85efa0f53449,21,20,1,0,0,0,0,0,0,0.45697462634433295,0.24951817291404804,0.2903225806451613,0.41379310344827586,0.5625,0.0,0.4283259234539314,2,36,0,0,-0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2428071398772275,0.7571928601227725,0.7571928601227725,2111.3,0.4898979485566356,0.0,0.0,1.0,0.697122855950891
kgd_8106c3d435e6,14,13,0,0,0,0,0,0,0,0.3396712478760021,0.20856254802051677,0.25,0.2571428571428571,0.6923076923076923,1.0,0.027884598002404615,2,41,0,0,0.31091750708257115,0.8,0.0,0.0,0.0,4.0,1.0,0.0,0.5071502285124577,0.4928497714875423,0.4928497714875423,171.5,0.0,0.0,0.0,0.8,0.682860091404983
kgd_ce5ddf253117,15,14,0,0,0,0,0,0,0,0.13124058872941238,0.12932309816201293,0.14583333333333334,0.30434782608695654,0.5,0.0,0.23992577154326367,2,61,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6341176470588235,0.36588235294117655,0.36588235294117655,197.0,0.0,0.0,0.0,1.0,0.8536470588235294
kgd_9d2fe6d73add,20,18,0,1,0,0,0,0,1,0.15489982969187233,0.1210338636207976,0.14285714285714285,0.34285714285714286,0.3333333333333333,0.0,0.25981431623529244,2,37,1,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.43125,0.56875,0.56875,512.0,0.4,0.0,0.0,1.0,0.7725
kgd_4ca599453fb0,18,16,0,1,0,0,0,0,0,0.19420667163030061,0.19420667163030061,0.1794871794871795,0.09523809523809523,0.4375,0.0,0.17519047661145562,1,47,0,0,0.31091750708257115,0.8,0.0,4.0,0.0,1.0,0.0,0.0,0.2205863958992435,0.7794136041007564,0.7794136041007564,52.7,0.8000000000000002,0.0,0.0,0.8,0.5682345583596974
kgd_a847c816f44d,16,7,0,0,0,0,0,0,0,0.08800922250138644,0.08800922250138644,0.07142857142857142,0.02631578947368421,0.2857142857142857,0.0,0.09038586044025115,1,31,0,0,-0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.3990704032809296,0.6009295967190704,0.6009295967190704,429.7,0.4898979485566356,0.0,0.0,1.0,0.7596281613123719
kgd_a9cddee38d6f,26,21,0,0,0,0,0,0,0,0.3765684987418736,0.25199435419626837,0.26,0.34782608695652173,0.6842105263157895,0.0,0.4046438556088685,3,87,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1642844364937388,0.8357155635062612,0.8357155635062612,3161.5,0.9797958971132713,0.0,0.48989794855663565,1.0,0.6657137745974955
kgd_a36e353ff66c,16,15,1,0,0,0,0,0,0,0.12201940303123322,0.06985707675889712,0.07547169811320754,0.061224489795918366,0.26666666666666666,0.0,0.1813384936755498,3,84,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17640858279088292,0.8235914172091171,0.8235914172091171,1158.5,0.48989794855663565,0.0,0.0,1.0,0.6705634331163531
kgd_ae00a11f7e61,35,6,0,0,0,0,2,0,0,0.09869509870166045,0.049347549350830223,0.0625,0.45454545454545453,0.16666666666666666,0.0,0.254284440536934,2,103,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.40246246271788066,0.5975375372821193,0.5975375372821193,308.7,1.469693845669907,0.0,1.4696938456699067,1.0,0.7609849850871523
kgd_57d55dbeec31,49,10,0,0,0,0,2,0,0,0.15406661749516548,0.07703330874758274,0.09523809523809523,0.1111111111111111,0.2,0.0,0.17949769560054385,2,92,0,0,0.5904362833084089,0.6,3.0,0.0,1.0,1.0,0.0,0.8,0.35374983469761984,0.6462501653023802,0.6462501653023802,1091.2,0.39999999999999997,0.0,0.9797958971132713,0.6,0.5014999338790479
kgd_f755bc95fde1,53,10,0,0,0,0,2,0,0,0.05360086351810134,0.02680043175905067,0.03125,0.12,0.1,0.0,0.12990999480354518,2,172,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5235294117647058,0.4764705882352942,0.4764705882352942,248.0,0.4,0.0,0.0,1.0,0.8094117647058823
kgd_2345132ce41d,12,11,0,1,0,0,0,0,0,0.34783908076622566,0.20012302487211867,0.1282051282051282,0.13513513513513514,0.5,0.0,0.2675911861035012,2,88,0,0,0.31091750708257115,0.8,0.0,4.0,0.0,1.0,0.0,0.0,0.05108858483970837,0.9489114151602916,0.9489114151602916,3793.5,0.7483314773547883,0.0,0.4,0.8,0.5004354339358833
kgd_7f0d86c649ee,36,33,0,0,0,0,1,0,1,0.33172100442638314,0.24198804609069768,0.22388059701492538,0.27586206896551724,0.5172413793103449,0.0,0.324733000381631,2,90,1,0,0.31091750708257115,0.8,0.0,0.0,0.0,4.0,1.0,0.0,0.3320766144295556,0.6679233855704444,0.6679233855704444,686.3,0.4000000000000001,0.0,0.48989794855663565,0.8,0.6128306457718222
kgd_11bef4422d2e,29,17,0,0,0,0,0,0,0,0.2469534053055085,0.1463209124921427,0.16981132075471697,0.19696969696969696,0.5294117647058824,0.0,0.2902916936730401,3,68,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2811666666666667,0.7188333333333333,0.7188333333333333,1203.7,0.4,0.0,0.8,1.0,0.7124666666666667
kgd_2c1fd2316a90,43,8,0,0,0,0,1,0,0,0.14120641215421584,0.14105270965343097,0.10204081632653061,0.16393442622950818,0.625,0.0,0.19195441074595787,2,342,0,0,0.6554587535412857,0.4,2.0,2.0,0.0,1.0,0.0,0.8,0.14205449227801964,0.8579455077219804,0.8579455077219804,386.5,0.4000000000000001,0.0,0.0,0.4,0.29682179691120786
kgd_0f41371926bc,20,18,0,0,0,0,0,0,1,0.15248139607850114,0.1517573393091774,0.15217391304347827,0.14583333333333334,0.4117647058823529,0.0,0.2018378580460623,2,60,1,0,0.6554587535412857,0.4,0.0,1.0,2.0,2.0,0.0,0.0,0.28481473265059754,0.7151852673494025,0.7151852673494025,32.8,0.0,0.0,0.0,0.4,0.353925893060239
kgd_005e04eafa12,84,15,0,0,0,0,3,0,0,0.25370865404379833,0.25370865404379833,0.22727272727272727,0.16,0.4166666666666667,0.0,0.22774262186997668,1,115,0,1,0.31091750708257115,0.8,0.0,0.0,4.0,1.0,0.0,0.0,0.3968663172576216,0.6031336827423783,0.6031336827423783,154.0,0.4898979485566356,0.48989794855663565,0.48989794855663565,0.8,0.6387465269030487
kgd_1294f596a6ab,43,8,0,1,0,0,1,0,1,0.030171488622968617,0.030171488622968617,0.027777777777777776,0.075,0.125,0.0,0.07340961012117252,1,249,1,0,0.31091750708257115,0.8,0.0,4.0,0.0,1.0,0.0,0.0,0.17919803943202747,0.8208019605679725,0.8208019605679725,1297.0,0.0,0.0,0.0,0.8,0.551679215772811
kgd_6c77d183997f,53,10,0,0,1,0,1,0,0,0.12193077288966107,0.12193077288966107,0.1,0.06060606060606061,0.3333333333333333,0.0,0.11984884521322273,1,192,0,1,0.4181656600790517,0.6,0.0,0.0,3.0,2.0,0.0,0.0,0.3297052255313125,0.6702947744686876,0.6702947744686876,175.3,0.8,0.0,0.4,0.6,0.491882090212525
